ds,yhat,yhat_lower,yhat_upper,Product_ID
2025-01-01,17.685154934294317,0.6435547146572965,34.87512868211424,P001
2025-01-02,16.238408295558315,-3.098425772283026,35.082283851213994,P001
2025-01-03,17.523554755251755,-1.7973542191242966,35.395988049318206,P001
2025-01-04,18.745137333549817,0.20646239224584714,36.85496182468286,P001
2025-01-05,18.364511518290186,0.4417415613551895,34.36129305647527,P001
2025-01-06,18.677292777566393,0.240544334272087,36.68078610372403,P001
2025-01-07,14.26406864088859,-2.7884178044639483,32.74708313233156,P001
2025-01-08,18.370659000633317,-0.6172426245258432,37.523765752274606,P001
2025-01-09,16.923912350633845,-1.0751064862696926,35.58693682524606,P001
2025-01-10,18.209058799061875,-0.8725859955126587,37.75040544287239,P001
2025-01-11,19.430641366072397,1.1124083323417573,37.16754620250795,P001
2025-01-12,19.050015539545555,1.49484665319311,37.833679581180554,P001
2025-01-13,19.362796788229154,1.6755530572300263,38.76102601873266,P001
2025-01-14,14.949572652239889,-2.913372865501636,32.46203549300462,P001
2025-01-15,19.056163012667124,1.252766840538688,37.97008947026083,P001
2025-01-16,17.609416363343467,-1.6105768441587311,35.293069085916436,P001
2025-01-17,18.89456281244768,0.37557903888780997,37.119004111561196,P001
2025-01-18,20.116145380179162,3.5149393538110116,39.78554908730271,P001
2025-01-19,19.735519561833392,1.6932416227578937,37.19587029481852,P001
2025-01-20,20.04830081805613,2.583548906022105,38.353251582832925,P001
2025-01-21,15.635076689583467,-1.8475213329263722,33.232682164567606,P001
2025-01-22,19.741667057541797,0.23523501195912042,37.65171822280617,P001
2025-01-23,18.29492041574187,-0.04711898842364479,36.435629239880036,P001
2025-01-24,19.580066872379263,-0.1606752643189125,39.20089922587527,P001
2025-01-25,20.801649446998972,2.7022536608932706,37.86749720743189,P001
2025-01-26,20.421023628048772,3.012782364040327,38.732456958493394,P001
2025-01-27,20.733804883652372,2.289795706859523,39.765977852369126,P001
2025-01-28,16.3205807545694,-2.279614437360974,35.00446632416924,P001
2025-01-29,20.427171121907786,1.0676449768059146,38.7277226249063,P001
2025-01-30,18.98042447949842,-0.109566922915023,38.04586815270452,P001
2025-01-31,20.265570936415994,1.5776937801966386,38.356799777059635,P001
2025-02-01,21.487153511944324,3.442652857580632,41.59871364851051,P001
2025-02-02,21.1065276938981,3.2608920110518307,40.75196539664792,P001
2025-02-03,21.419308950395997,3.1682646957516796,39.485428298631994,P001
2025-02-04,17.006084822215705,0.41925205527462867,36.4106667240303,P001
2025-02-05,21.11267518754259,3.12743094077467,38.848345207138244,P001
2025-02-06,19.665928543127343,2.3779097911977676,38.63104157067551,P001
2025-02-07,20.95107499714074,1.9427403660114053,39.524742964288365,P001
2025-02-08,22.172657569742537,3.3625592110536426,39.22758314570614,P001
2025-02-09,21.79203174878128,2.6483187349437647,39.233021656619314,P001
2025-02-10,22.104813002378897,4.137112572523675,39.57517272024335,P001
2025-02-11,17.69158887474679,-1.2656179782026968,36.02415510270096,P001
2025-02-12,21.798179243532672,3.614064983210132,39.3013603556488,P001
2025-02-13,20.35143260256923,1.70399166638423,38.34625757030197,P001
2025-02-14,21.63657906004557,2.9663218564302074,39.80568741822682,P001
2025-02-15,22.858161636100945,5.129951063981731,41.56672786650236,P001
2025-02-16,22.477535818614637,3.6570655837604997,41.43694697581009,P001
2025-02-17,22.79031708121134,5.25971748394921,40.32424888849354,P001
2025-02-18,18.377092959130827,-0.19358977186014956,37.114246248410836,P001
2025-02-19,22.483683333471898,3.9826648807620555,40.09697962263179,P001
2025-02-20,21.03693669806481,2.3369075428071597,39.550338414445456,P001
2025-02-21,22.322083161067095,4.412760445525881,41.172283414123065,P001
2025-02-22,23.543665742701943,4.2507812588302025,42.786518616577816,P001
2025-02-23,23.163039932485447,4.255264828562056,41.60081325031322,P001
2025-02-24,23.47582119681513,5.071949264013924,41.67197300028812,P001
2025-02-25,19.062597076476667,0.5644865158302171,37.05811673579752,P001
2025-02-26,23.169187452558845,6.8514073105888045,41.82859954213498,P001
2025-02-27,21.72244081887696,4.479430906959245,40.48283638076848,P001
2025-02-28,23.00758728264072,3.412306364399248,40.52010372403944,P001
2025-03-01,24.229169865027906,5.4758747949144935,44.11757608951105,P001
2025-03-02,23.848544053845842,4.522358114698284,41.77345517636912,P001
2025-03-03,24.161325317205343,5.5400103514462975,43.79616902023767,P001
2025-03-04,19.748101195872977,0.9440108559448951,38.64654206797899,P001
2025-03-05,23.854691570971468,6.8688110027639375,42.284868596819756,P001
2025-03-06,22.407940921249303,2.6214425290780223,41.358573264313016,P001
2025-03-07,23.693083369952035,6.0085340326848495,42.4985364402907,P001
2025-03-08,24.914661937266715,6.289681005598929,43.59277332417465,P001
2025-03-09,24.53403211101956,6.371319497142992,42.91243908268425,P001
2025-03-10,24.846809359299243,7.2197470409162205,42.97143163255986,P001
2025-03-11,20.43358122290497,1.8819162211629892,37.47281179385915,P001
2025-03-12,24.539472827162825,6.120488536629604,43.16588535274011,P001
2025-03-13,23.092027421651565,4.5969165745831315,40.69815302336397,P001
2025-03-14,24.376475114580924,5.967498466304574,42.382678526972114,P001
2025-03-15,25.597358926116975,6.802628655669425,44.36547467142509,P001
2025-03-16,25.216034344083734,8.235807601433445,43.251128073626845,P001
2025-03-17,25.528116836601217,6.918306374268938,43.82813645468424,P001
2025-03-18,21.106785474425095,3.1068348931814525,38.55493875754375,P001
2025-03-19,25.205268608682918,7.860880383648186,45.051998286713584,P001
2025-03-20,23.750414733182197,5.2275264159706305,40.90712796772965,P001
2025-03-21,25.02745395610946,5.228006991554951,44.481505655246366,P001
2025-03-22,26.24092929764067,7.659037814335876,43.066848992082306,P001
2025-03-23,25.850806523832226,6.094752970313911,43.384188116711165,P001
2025-03-24,26.15409082455979,8.15400603516129,43.9911274761801,P001
2025-03-25,21.73136974061164,3.923004627230544,39.28418521855272,P001
2025-03-26,25.828463153085565,8.122114820689646,44.63537816245357,P001
2025-03-27,24.3722195558152,5.413545827185503,41.82359763875342,P001
2025-03-28,25.647869056949816,7.379079350755796,44.683742938519785,P001
2025-03-29,26.84944184559794,10.234425624724183,45.65672629058359,P001
2025-03-30,26.448806240683005,7.8720682535846915,44.9916607001844,P001
2025-03-31,26.741577710312068,8.794995002074112,45.21443354563963,P001
2025-04-01,22.308343795242877,4.021129385334195,38.71143739774796,P001
2025-04-02,26.39492437660567,7.326328520630295,44.93708086057837,P001
2025-04-03,24.92816794822598,7.775946966971269,43.639774159931925,P001
2025-04-04,26.17719901603391,6.873563670350427,44.71252584238073,P001
2025-04-05,27.362666202454967,8.87225816900531,47.559147863743895,P001
2025-04-06,26.94592499531453,9.072780573820028,45.738391123765894,P001
2025-04-07,27.222590862720114,10.310765427431127,46.22014088249457,P001
2025-04-08,22.77325134542918,5.707496852196047,41.02665005029805,P001
2025-04-09,26.843726324574803,7.692647019625711,46.59932140369199,P001
2025-04-10,25.34134023951713,7.6217146121550865,43.737919230951526,P001
2025-04-11,26.57084725288373,9.00402626860818,44.724069132614055,P001
2025-04-12,27.736790384856686,10.298688998665837,46.44253343185836,P001
2025-04-13,27.30052512327642,9.217942365975949,44.971358954960095,P001
2025-04-14,27.557666936239276,9.787124161238765,46.04374786942908,P001
2025-04-15,23.08880336450486,4.099753481978637,40.24245948693662,P001
2025-04-16,27.115414282528413,7.352861277093727,47.028035107128204,P001
2025-04-17,25.588688190808274,7.107747963188975,45.28568511897222,P001
2025-04-18,26.79385519751261,9.241943837373931,45.64115398127932,P001
2025-04-19,27.93545832283569,9.616340421909626,45.70169953541966,P001
2025-04-20,27.47485305457164,10.923254333896585,46.06451147632078,P001
2025-04-21,27.683897265308953,10.148097228020015,44.947475924827465,P001
2025-04-22,23.16693609135838,4.43100732752508,39.899084857557135,P001
2025-04-23,27.169789413830877,9.220316474125694,45.02425955772777,P001
2025-04-24,25.619305726552387,7.890099610102844,44.08508838163501,P001
2025-04-25,26.800715137697058,8.121282229819641,45.829519590241894,P001
2025-04-26,27.918560667459637,9.764228166791744,46.63408216950277,P001
2025-04-27,27.41911631809205,9.703776967910397,45.10356290768925,P001
2025-04-28,27.613079043267525,9.51603299092767,45.47279336083231,P001
2025-04-29,23.081036383767156,4.623105292143982,41.604977687815285,P001
2025-04-30,27.068808220679728,8.941141809432878,45.027262038924405,P001
2025-05-01,25.50324304785206,7.077892721329803,43.66578592746197,P001
2025-05-02,26.66957097344782,9.054867494307384,44.91902858928646,P001
2025-05-03,27.768352061431877,9.408706932950228,46.088069071362554,P001
2025-05-04,27.26492475584055,8.57434303910643,45.878394474079755,P001
2025-05-05,27.454904524786688,9.058619324213465,46.06842745770173,P001
2025-05-06,22.918878909064812,4.676058465450783,40.68093226444337,P001
2025-05-07,26.902667789759967,7.885524722869114,44.5586361203483,P001
2025-05-08,25.333119660707514,6.570866427771443,43.28840599497715,P001
2025-05-09,26.495464623520988,8.17849714346281,45.76075352387129,P001
2025-05-10,27.594245704922848,9.041195935013386,45.942493341246866,P001
2025-05-11,27.09081839276083,9.709481869305803,46.01005905474077,P001
2025-05-12,27.28079815515103,8.303454518868294,44.27187167277417,P001
2025-05-13,22.744772532863635,3.8574945432854997,40.60884975781227,P001
2025-05-14,26.72856141191468,8.253363976344128,45.84729898632921,P001
2025-05-15,25.159013281211415,7.159352197689954,43.308962960245495,P001
2025-05-16,26.3213582489517,8.974899575609783,44.14718501282832,P001
2025-05-17,27.420139335281878,8.833675246408214,45.130420255981925,P001
2025-05-18,26.916712028044834,9.315063713558109,46.2092083623964,P001
2025-05-19,27.106691795361225,8.146074370795443,45.01194341269317,P001
2025-05-20,22.570662931443128,5.179032891708424,41.04099557189256,P001
2025-05-21,26.55444856395592,9.227837058562072,43.1754343185834,P001
2025-05-22,24.984897186715376,7.452396134721325,43.09124257416986,P001
2025-05-23,26.147238907900025,8.347596735273815,43.67192790193022,P001
2025-05-24,27.246016747686355,8.847573183547158,46.00858896315736,P001
2025-05-25,26.74258619390683,8.715266063271958,44.91818917229734,P001
2025-05-26,26.931453185676894,8.46295916643507,45.70488705854078,P001
