ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-01-01,14.211072999999999,-2.027929819957169,33.890431797956865,14.211072999999999,14.211072999999999,2.975716896369772,2.975716896369772,2.975716896369772,4.8730991999999995,4.8730991999999995,4.8730991999999995,-1.897382303630227,-1.897382303630227,-1.897382303630227,0.0,0.0,0.0,17.18678989636977
2025-01-02,14.260355394444444,-1.850779833122698,35.27275537401611,14.260355394444444,14.260355394444444,2.8805572499965186,2.8805572499965186,2.8805572499965186,4.8730991999999995,4.8730991999999995,4.8730991999999995,-1.992541950003481,-1.992541950003481,-1.992541950003481,0.0,0.0,0.0,17.140912644440963
2025-01-03,14.309637788888889,1.128242141212025,38.37751591539624,14.309637788888889,14.309637788888889,4.209552915530096,4.209552915530096,4.209552915530096,4.8730991999999995,4.8730991999999995,4.8730991999999995,-0.6635462844699037,-0.6635462844699037,-0.6635462844699037,0.0,0.0,0.0,18.519190704418985
2025-01-04,14.358920183333334,0.8386674712719411,35.618793233314015,14.358920183333334,14.358920183333334,3.5764234221027857,3.5764234221027857,3.5764234221027857,4.8730991999999995,4.8730991999999995,4.8730991999999995,-1.2966757778972142,-1.2966757778972142,-1.2966757778972142,0.0,0.0,0.0,17.93534360543612
2025-01-05,14.408202577777779,4.112148911831899,39.39886681733287,14.408202577777779,14.408202577777779,6.560622140036516,6.560622140036516,6.560622140036516,4.8730991999999995,4.8730991999999995,4.8730991999999995,1.6875229400365153,1.6875229400365153,1.6875229400365153,0.0,0.0,0.0,20.968824717814293
2025-01-06,14.457484972222222,1.2078970560493105,36.44828048230353,14.457484972222222,14.457484972222222,5.466434152988546,5.466434152988546,5.466434152988546,4.8730991999999995,4.8730991999999995,4.8730991999999995,0.5933349529885468,0.5933349529885468,0.5933349529885468,0.0,0.0,0.0,19.923919125210766
2025-01-07,14.506767366666667,4.2935146114958584,41.935192423078234,14.506767366666667,14.506767366666667,8.442387622966312,8.442387622966312,8.442387622966312,4.8730991999999995,4.8730991999999995,4.8730991999999995,3.5692884229663115,3.5692884229663115,3.5692884229663115,0.0,0.0,0.0,22.94915498963298
2025-01-08,14.556049658125396,0.8993557854078337,34.857098945186024,14.556049658125396,14.556049658125396,2.9757168963819973,2.9757168963819973,2.9757168963819973,4.8730991999999995,4.8730991999999995,4.8730991999999995,-1.8973823036180024,-1.8973823036180024,-1.8973823036180024,0.0,0.0,0.0,17.531766554507392
2025-01-09,14.605331949584121,-1.0669154296114924,35.01577604015659,14.605331949584121,14.605331949584121,2.8805572499925884,2.8805572499925884,2.8805572499925884,4.8730991999999995,4.8730991999999995,4.8730991999999995,-1.9925419500074117,-1.9925419500074117,-1.9925419500074117,0.0,0.0,0.0,17.48588919957671
2025-01-10,14.65461424104285,0.6988345720594503,35.79406879272629,14.65461424104285,14.65461424104285,4.2095529155224884,4.2095529155224884,4.2095529155224884,4.8730991999999995,4.8730991999999995,4.8730991999999995,-0.6635462844775117,-0.6635462844775117,-0.6635462844775117,0.0,0.0,0.0,18.864167156565337
