ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-01-01,29.6061,2.007433500392569,41.52414737520522,29.6061,29.6061,-7.441676107886388,-7.441676107886388,-7.441676107886388,-5.480158,-5.480158,-5.480158,-1.9615181078863877,-1.9615181078863877,-1.9615181078863877,0.0,0.0,0.0,22.164423892113614
2025-01-02,29.603127590166668,1.678877389179324,41.12898028241118,29.603127590166668,29.603127590166668,-7.667027889997334,-7.667027889997334,-7.667027889997334,-5.480158,-5.480158,-5.480158,-2.1868698899973325,-2.1868698899973325,-2.1868698899973325,0.0,0.0,0.0,21.936099700169336
2025-01-03,29.60015518033333,10.475666682014362,48.58485872507191,29.60015518033333,29.60015518033333,-0.30187972257224066,-0.30187972257224066,-0.30187972257224066,-5.480158,-5.480158,-5.480158,5.17827827742776,5.17827827742776,5.17827827742776,0.0,0.0,0.0,29.29827545776109
2025-01-04,29.5971827705,4.094432931220091,42.60824032182569,29.5971827705,29.5971827705,-5.921135382831418,-5.921135382831418,-5.921135382831418,-5.480158,-5.480158,-5.480158,-0.44097738283141785,-0.44097738283141785,-0.44097738283141785,0.0,0.0,0.0,23.676047387668582
2025-01-05,29.59421036066667,2.2141715305194807,37.57051590422441,29.59421036066667,29.59421036066667,-9.07451538196215,-9.07451538196215,-9.07451538196215,-5.480158,-5.480158,-5.480158,-3.594357381962151,-3.594357381962151,-3.594357381962151,0.0,0.0,0.0,20.519694978704518
2025-01-06,29.59123795083333,6.495232019610097,44.85102399834231,29.59123795083333,29.59123795083333,-4.406478671302923,-4.406478671302923,-4.406478671302923,-5.480158,-5.480158,-5.480158,1.0736793286970774,1.0736793286970774,1.0736793286970774,0.0,0.0,0.0,25.184759279530407
2025-01-07,29.588265541000002,6.0935948898504995,45.94076139702827,29.588265541000002,29.588265541000002,-3.5483928434338985,-3.5483928434338985,-3.5483928434338985,-5.480158,-5.480158,-5.480158,1.9317651565661016,1.9317651565661016,1.9317651565661016,0.0,0.0,0.0,26.039872697566103
2025-01-08,29.58529313071686,4.226439301293357,42.14701256935313,29.58529313071686,29.58529313071686,-7.44167610787325,-7.44167610787325,-7.44167610787325,-5.480158,-5.480158,-5.480158,-1.9615181078732502,-1.9615181078732502,-1.9615181078732502,0.0,0.0,0.0,22.14361702284361
2025-01-09,29.582320720433714,4.015102469885485,40.982927605888875,29.582320720433714,29.582320720433714,-7.667027890018385,-7.667027890018385,-7.667027890018385,-5.480158,-5.480158,-5.480158,-2.1868698900183845,-2.1868698900183845,-2.1868698900183845,0.0,0.0,0.0,21.91529283041533
2025-01-10,29.579348310150575,9.072303172139991,49.73595962436329,29.579348310150575,29.579348310150575,-0.3018797225692683,-0.3018797225692683,-0.3018797225692683,-5.480158,-5.480158,-5.480158,5.178278277430732,5.178278277430732,5.178278277430732,0.0,0.0,0.0,29.277468587581307
2025-01-11,29.57637589986743,5.030618989548731,43.13313314589866,29.57637589986743,29.57637589986743,-5.921135382840815,-5.921135382840815,-5.921135382840815,-5.480158,-5.480158,-5.480158,-0.44097738284081495,-0.44097738284081495,-0.44097738284081495,0.0,0.0,0.0,23.655240517026613
2025-01-12,29.573403489584287,1.24790572614159,39.900480486898175,29.573403489584287,29.573403489584287,-9.0745153819631,-9.0745153819631,-9.0745153819631,-5.480158,-5.480158,-5.480158,-3.5943573819631,-3.5943573819631,-3.5943573819631,0.0,0.0,0.0,20.498888107621188
2025-01-13,29.57043107869683,6.44614758115273,44.616430123142365,29.57043107869683,29.57043107869683,-4.4064786713043045,-4.4064786713043045,-4.4064786713043045,-5.480158,-5.480158,-5.480158,1.0736793286956958,1.0736793286956958,1.0736793286956958,0.0,0.0,0.0,25.16395240739253
2025-01-14,29.567458667809372,7.614965111267558,46.184069760963254,29.567458667809372,29.567458667809372,-3.5483928434317185,-3.5483928434317185,-3.5483928434317185,-5.480158,-5.480158,-5.480158,1.9317651565682814,1.9317651565682814,1.9317651565682814,0.0,0.0,0.0,26.019065824377655
2025-01-15,29.564486256921917,3.527997323092616,42.4810436742622,29.564486256921917,29.564486256921917,-7.441676107875053,-7.441676107875053,-7.441676107875053,-5.480158,-5.480158,-5.480158,-1.9615181078750534,-1.9615181078750534,-1.9615181078750534,0.0,0.0,0.0,22.122810149046863
2025-01-16,29.56151384603446,3.290640162846443,40.71464857667673,29.56151384603446,29.56151384603446,-7.667027890013112,-7.667027890013112,-7.667027890013112,-5.480158,-5.480158,-5.480158,-2.1868698900131105,-2.1868698900131105,-2.1868698900131105,0.0,0.0,0.0,21.89448595602135
2025-01-17,29.558541435147,9.319493238536383,48.72162692491295,29.558541435147,29.558541435147,-0.30187972257127427,-0.30187972257127427,-0.30187972257127427,-5.480158,-5.480158,-5.480158,5.178278277428726,5.178278277428726,5.178278277428726,0.0,0.0,0.0,29.256661712575724
2025-01-18,29.555569024259547,4.676327928424731,42.251847873243435,29.555569024259547,29.555569024259547,-5.921135382834248,-5.921135382834248,-5.921135382834248,-5.480158,-5.480158,-5.480158,-0.44097738283424764,-0.44097738283424764,-0.44097738283424764,0.0,0.0,0.0,23.6344336414253
2025-01-19,29.552596613150175,2.3831883936974707,40.55859042703619,29.552596613150175,29.552596613150175,-9.07451538196405,-9.07451538196405,-9.07451538196405,-5.480158,-5.480158,-5.480158,-3.5943573819640484,-3.5943573819640484,-3.5943573819640484,0.0,0.0,0.0,20.478081231186124
2025-01-20,29.54962420204081,5.5897511136863365,45.27471890491176,29.54962420204081,29.54962420204081,-4.406478671322386,-4.406478671322386,-4.406478671322386,-5.480158,-5.480158,-5.480158,1.0736793286776143,1.0736793286776143,1.0736793286776143,0.0,0.0,0.0,25.143145530718424
2025-01-21,29.54665179093144,5.909153034140008,45.03675727178741,29.54665179093144,29.54665179093144,-3.548392843429538,-3.548392843429538,-3.548392843429538,-5.480158,-5.480158,-5.480158,1.9317651565704619,1.9317651565704619,1.9317651565704619,0.0,0.0,0.0,25.9982589475019
2025-01-22,29.54367937982207,2.8365317305789266,41.297639434294,29.54367937982207,29.54367937982207,-7.441676107880852,-7.441676107880852,-7.441676107880852,-5.480158,-5.480158,-5.480158,-1.9615181078808523,-1.9615181078808523,-1.9615181078808523,0.0,0.0,0.0,22.102003271941218
2025-01-23,29.5407069687127,1.3573162800728642,41.947978959746344,29.5407069687127,29.5407069687127,-7.667027890008673,-7.667027890008673,-7.667027890008673,-5.480158,-5.480158,-5.480158,-2.1868698900086727,-2.1868698900086727,-2.1868698900086727,0.0,0.0,0.0,21.87367907870403
2025-01-24,29.53773455760333,10.375486700184554,47.93856582550693,29.53773455760333,29.53773455760333,-0.3018797225683013,-0.3018797225683013,-0.3018797225683013,-5.480158,-5.480158,-5.480158,5.178278277431699,5.178278277431699,5.178278277431699,0.0,0.0,0.0,29.235854835035028
2025-01-25,29.534762151184612,4.133568471698813,42.595176127140356,29.534762151184612,29.534762151184612,-5.921135382814527,-5.921135382814527,-5.921135382814527,-5.480158,-5.480158,-5.480158,-0.44097738281452714,-0.44097738281452714,-0.44097738281452714,0.0,0.0,0.0,23.613626768370086
2025-01-26,29.531789744765895,1.6349259114131536,39.501099856926885,29.531789744765895,29.531789744765895,-9.074515381964998,-9.074515381964998,-9.074515381964998,-5.480158,-5.480158,-5.480158,-3.5943573819649974,-3.5943573819649974,-3.5943573819649974,0.0,0.0,0.0,20.457274362800895
2025-01-27,29.52881733834718,6.068723416271342,45.44241989182107,29.52881733834718,29.52881733834718,-4.406478671323767,-4.406478671323767,-4.406478671323767,-5.480158,-5.480158,-5.480158,1.0736793286762327,1.0736793286762327,1.0736793286762327,0.0,0.0,0.0,25.122338667023413
2025-01-28,29.52584493192846,7.865667647150316,44.44765635731208,29.52584493192846,29.52584493192846,-3.5483928434400847,-3.5483928434400847,-3.5483928434400847,-5.480158,-5.480158,-5.480158,1.9317651565599157,1.9317651565599157,1.9317651565599157,0.0,0.0,0.0,25.977452088488377
2025-01-29,29.522872525509744,2.9712190044480997,40.54398887185872,29.522872525509744,29.522872525509744,-7.441676107878661,-7.441676107878661,-7.441676107878661,-5.480158,-5.480158,-5.480158,-1.9615181078786603,-1.9615181078786603,-1.9615181078786603,0.0,0.0,0.0,22.081196417631084
2025-01-30,29.51990011909103,3.5362419868543324,41.43806929493905,29.51990011909103,29.51990011909103,-7.667027890004236,-7.667027890004236,-7.667027890004236,-5.480158,-5.480158,-5.480158,-2.1868698900042345,-2.1868698900042345,-2.1868698900042345,0.0,0.0,0.0,21.852872229086795
2025-01-31,29.51692771173679,10.260984857850454,48.81964775135508,29.51692771173679,29.51692771173679,-0.30187972257360157,-0.30187972257360157,-0.30187972257360157,-5.480158,-5.480158,-5.480158,5.178278277426399,5.178278277426399,5.178278277426399,0.0,0.0,0.0,29.21504798916319
2025-02-01,29.513955304382556,4.647408398534735,41.80310259436248,29.513955304382556,29.513955304382556,-5.921135382818602,-5.921135382818602,-5.921135382818602,-5.480158,-5.480158,-5.480158,-0.4409773828186027,-0.4409773828186027,-0.4409773828186027,0.0,0.0,0.0,23.592819921563954
2025-02-02,29.510982897028317,0.7783708724517449,39.335782421081724,29.510982897028317,29.510982897028317,-9.074515381958847,-9.074515381958847,-9.074515381958847,-5.480158,-5.480158,-5.480158,-3.5943573819588472,-3.5943573819588472,-3.5943573819588472,0.0,0.0,0.0,20.43646751506947
